,airline_sentiment,text,wordCount
13013,2,"@AmericanAir Well, you guys are totally kicking a million pounds of ass. Bar none, the best SM team in the airline industry in my opinion.",25
5949,2,@SouthwestAir This is unbelievable... Thank you so much! #DestinationDragons,9
2883,2,@united since when did you get so good again!  4 transcontinental flights in 72h.  What a pleasure/relief you were.,19
5837,2,@SouthwestAir the crew of 4649 has been great to us today. Traveling from Ft. Lauderdale to Louisville with 2 kids 7 and under. Thanks!✈️✈️,24
6415,2,@SouthwestAir thanks for your assistance..you guys ROCK!!💯,7
11067,2,@USAirways no problem.  Things worked out at airport.   Thanks!,9
5994,2,@SouthwestAir @FortuneMagazine Superb choice - SWA. I am a raving fan. They even take stress out of weather-reLate Flightd glitches!  #custexp,21
843,2,@united Terrific. Many thanks. Looking forward to being back on UA tomorrow. Had a great flight up to Vancouver.,19
8243,2,@JetBlue excellent. you guys are the best,7
4979,2,@SouthwestAir you guys rule. I will DM you. &lt;3 Thank you.,11
7659,2,@JetBlue great flight on a brand new jet. Great seating. Beautiful plane. Big fan of this airline.,17
7607,2,@jetblue always #mosaicmecrazy #sunrise #bestairline #nofilterneeded &amp; how can you not love #FlyFi… http://t.co/NY6CS7jRuV,14
7712,2,@JetBlue thanks so much. Can't wait to fly with you guys :),12
9340,2,@USAirways 4 great flights with no delays! Thank you!,9
12202,2,@AmericanAir Thanks for sharing these photos! Round of applause for your crews! We appreciate all their hard work.,18
13434,2,@AmericanAir thank you so much that helps a lot.,9
8002,2,@JetBlue he loved the #natural #beefjerky snacks😉,7
7985,2,@JetBlue - looking forward to it when we finally take off.,11
4489,2,@SouthwestAir - We left iPad in a seat pocket.  Filed lost item report. Received it exactly 1 week Late Flightr.  Is that a record?  #unbelievable,25
3320,2,@united I will thank you!,5
6624,2,@SouthwestAir no worries. We got thru eventually. I was just curious. Best of luck to you dealing with the weather!,20
891,2,@united awesome I'll book my next Christmas vacatinn this December any other ways you want to devalue mileage plus.,19
4804,2,.@SouthwestAir Thx for the follow up. Just sent DM,9
3142,2,@united nawww. United is my fave airline.,7
13598,2,@AmericanAir thanks. They did not charge anything in the end so all is good.,14
3730,2,"@united Just did, thanks for checking! :)",7
6334,2,@SouthwestAir Landed in Nashville! Thanks for taking care of us! http://t.co/RYXbPLgMnK,11
7133,2,“@JetBlue: Our fleet's on fleek. http://t.co/JMnkJ6Bmc2” Jet Blizzue in the hizouse.,11
8542,2,"@JetBlue My #FlyingItForward affects just one small family of four, but it would make a huge difference in their life.",20
9629,2,@USAirways on a happy note our 719 crew is wonderful. Can't say enough great things about our pilot. He's doing all he can for us.,25
2745,2,@united Gate Agent Alavera is amazing,6
8735,2,@JetBlue Thanks for having us hang out at Tampa Airport forever today!!! It's really been an awesome experience,18
13962,2,@AmericanAir Shout-out to all the ground crews working in the cold! Thanks for what y'all do. (&amp; social media team for customer service),23
5270,2,@SouthwestAir y'all are fast we already have our 5 winners! Congrats!!,11
2757,2,"@United flight experiences R often frustrating, but 2day on UA5184 from CHI to WPG flight attendant April was #amazing! She's 1 of the best!",24
3297,2,@united ok thanks. I sent you a DM too. You can disregard that.,13
5123,2,@SouthwestAir male flight attendant on flight 3913 from Orlando to Indy was AMAZING! He needs a raise 👍 Had the best experience with him,24
11604,2,@USAirways Thank you!,3
9305,2,Great management of @USAirways twitter account. Thank you.,8
8233,2,"@JetBlue no, they're too busy being awesome and trying to get us out ASAP. I'll deal.",16
6782,2,"@JetBlue what are the chances of actually flying out of Charleston today?? Cold, rainy weather in the south of all places...",21
9105,2,"@USAirways Waiting on my flight right now, thanks!!",8
7535,2,@JetBlue they were amazing and thank you!,7
12636,2,@AmericanAir thanks to AA / DART for getting me home in time for work this morning DEN-DFW... didn't have to waste a vaca day @dartmedia,25
7791,2,"Cool thx! Only a couple more #PGAShow flights til I'm #Mosaic...can't wait. Will be easier to change flights when weathers bad
@JetBlue",22
4774,2,@SouthwestAir   Thanks,2
13880,2,"@AmericanAir Yes, thanks for checking. Very cramped, but got on &amp; made it safely. Flying back tomorrow at 1pm. http://t.co/CSddCCMvbD",20
13977,2,@AmericanAir I tried that. They won't book us with another airline. I wish I had flown with you! We are now stuck in FL til Weds.,26
7289,2,"@JetBlue pilot: ""Don't worry folks there's a backup for the backup for every part of this plane."" Thanks guy",19
4170,2,"@united done just now, thanks.",5
2989,2,@united just sent - thank you!,6
13736,2,@AmericanAir you're my early frontrunner for best airline! #oscars2016,9
13882,2,@AmericanAir great flight experience again... SFO-JFK... Dare I say it? A consistent high quality on a legacy airline? Keep it up guys!,22
6680,2,.@SouthwestAir you've got a mess here at DTW but your staff is doing great.,14
12592,2,"@AmericanAir @BoeingAirplanes I really would love to experience first class on that plane,looks stunning!",14
10984,2,"“@USAirways: @jdbwaffles We're excited to have you fly with us, JB! When will this be?” Spring Break !!!",18
3566,2,"@united yes, Thx! At 10:35 (landed at 9:20).",8
7198,2,@JetBlue Mark T.  in Austin was great handling my bag issue.  #thanks,12
6279,2,@SouthwestAir @love_dragonss holy fuckinf shit,5
775,2,@united But thanks for asking,5
3868,2,@united Thanks to supervisor Miriam who provided me with great customer service. #finally,13
10796,2,@USAirways Shavon at customer service desk in Charlotte was fantastic! So helpful and smiling evn after what sounds like long day.Reward her,22
3317,2,@united has the best pilots ever Thank you guys for the great trip #thatisall,14
8715,2,"@JetBlue Also, thanks for your prompt replies. I'm really impressed--and you're not just brushing me off. Much appreciated!",18
332,2,@VirginAmerica thanks for taking care of @SuuperG on her flight!! #rockstars #travel,12
2857,2,@united mechanical issue. Looks like they got it fixed! Thanks for your concern.,13
2913,2,@united I think this is the best first class I have ever gotten!!  Denver to LAX and it's wonderful!!!,19
2400,2,@united 1632 was phenomenal frm gate (SEA) to gate (IAD),10
406,2,@VirginAmerica great. Well deserved.,4
8633,2,.@JetBlue handled @0xjared's question like social media pros. Good practice for when our transportation systems are all run by friendly AIs!,21
8004,2,@JetBlue who is he I must send a note!!! Too good for words!,13
3625,2,"@united yes #LHRT2 lounge is fantastic, if only the US ones could be remotely similar!",15
9625,2,@USAirways YOU ARE THE BEST!!! YOU ARE AMAZING!!! FOLLOW ME PLEASE;)🙏🙏🙏,11
14630,2,@AmericanAir Thanks! He is.,4
5996,2,@SouthwestAir listening center is open seating just like on their planes. #RaganDisney,12
6037,2,@SouthwestAir my birthday is during #DestinationDragons and im a huge fan- anyway I can get tickets?,16
451,2,@VirginAmerica I am all about the in flight artisanal cheese and wine pairing.,13
8929,2,@JetBlue Seems very likely.,4
10508,2,@USAirways  big thank you to your ticketing agent Ute V at Dulles-Washington for OUTSTANDING guest service to get me rebooked,20
2450,2,"@united All flights Cancelled Flighted :( Trip refunded without difficulty, staff extremely helpful, no complaints! Way to handle bad weather!",20
3618,2,"@united no worries - after everyone boarded, the cushions were brought in. Took a while, but they made it here.",20
7315,2,@JetBlue Thanks!  I made it 😃,6
1528,2,"@united They let us know in advance of the reboot, yes :) Thanks for the attentiveness!",16
5176,2,@SouthwestAir Gate attendant at McCarran C16 (Vegas to Dallas) went above and beyond. After a long day of frustration it was welcome.,22
2914,2,@united of course not. The inflight crew was great!,9
6826,2,@JetBlue sounds great! Thank you!! :),6
6283,2,@SouthwestAir Thank you thank you thank you,7
6660,2,@SouthwestAir you guys are awesome... #dontchangeathing #luv,7
7213,2,@JetBlue Haha. Thanks. You guys are great. Unlike the @nyjets. ;-) #GoPatriots!,12
6370,2,@SouthwestAir @JohnWayneAir Thank you both very much!!,7
7376,2,@JetBlue thanks for answering my questions!,6
8004,2,@JetBlue who is he I must send a note!!! Too good for words!,13
7248,2,"@JetBlue flight from JFK-SFO was pure awesomeness. Mint Class and Tim our attendant was the best! Other airlines, take notes!",20
9670,2,@USAirways Thank you. I'll do that next time!,8
4583,2,"@SouthwestAir 2/22-MDW 2 SAN flt 1687 attendant Melissa was awesome! Fast, smiling, great. After weather Cancelled Flight day b4, it was welcome",22
4091,2,@united thanks! :),3
4974,2,@SouthwestAir Just watched crew on flight 380 help elderly lady off plane...#firstclass,12
11109,2,@USAirways lol me too,4
8048,2,@JetBlue currently dancing in the terminal. love Stevie!,8
5016,2,@SouthwestAir last week I flew from DAL to LAX. You got us in almost an hour early. Thank You.,19
4336,2,@SouthwestAir love them! Always get the best deals!,8
2700,2,"@united I may not hit any new status this year, but I’ve flown several times this year and have tried to book with y’all every time!",26
8394,2,@JetBlue definitely!,2
7177,2,@JetBlue The chairs could use some TLC. And more power outlets in the area would be a bonus. Headed to @UniversalORL !,22
273,2,@VirginAmerica cutest salt and pepper shaker ever. Just when I think you guys can't get any better you just do! http://t.co/vC6Keulg2J,21
4590,2,@SouthwestAir thanks for the quick response. Should I call daily it wait the 5 days.,15
8400,2,@JetBlue TA off site at #thelodge. Should be a fun day. @YeniettElswood @AndrewBiga @CodyCleverly @HeidiMacey @motherpollock,16
11513,2,@USAirways YOU ARE THE BEST!!! FOLLOW ME PLEASE;)🙏🙏🙏✌️✌️✌️🙏🙏🙏,8
2482,2,"@united oh, the Wi-Fi router is on top of the fuselage! ;)",12
2347,2,@united No problem just follow me back so I can! Thank you!,12
6840,2,@JetBlue sooo earlier i said i couldnt fly with you for my school trip but now i can! 😏,19
6723,2,"@SouthwestAir Beautiful, thanks a ton!",5
7915,2,@JetBlue thanks! I'll do it.,5
10479,2,@USAirways i hope i get the opportunity to join the team with this job opening!,15
4200,2,@united took this picture on Thursday. #awesome http://t.co/IVGpZSjtkW,8
8383,2,@JetBlue you guys are lucky I love you,8
8294,2,"@JetBlue okie doke! Knowing you, you will fix this ;)",10
4244,2,"@united doing a good thing, holding flight for a few for 11 peeps on Late Flight connecting flight. We'll still make destination on time",24
8906,2,@JetBlue @JayVig I like the inflight snacks! I'm flying with you guys on 2/28! #JVMChat,15
6569,2,@SouthwestAir Thank you so much for stepping up your game and making my day after night of elevator music. Much appreciated.,21
1717,2,@united I should be fine. They automatically changed my connecting flight for me so I wouldn't miss it. A+ work.,20
8393,2,"@JetBlue no, but we're on the flight leaving from Boston to Seattle right now. :) flight 597",17
11089,2,@USAirways thanks.  If you have another method also that would be nice.  Appears to be a design flaw,18
13599,2,@AmericanAir @USAirways wonderful FC FA on flight 2062 pre dawn!  Nice start to the day!,15
2346,2,@united Hmmm...seems like this could be something to be changed to be more #flyerfriendly.,14
11663,2,@USAirways  thank you! Glad to be heading home! Great people at your call center!,14
2259,2,@united tonight you made this Fred Flintstone happy with an upgrade to 1st class. http://t.co/gKgKZLAwpR,15
2425,2,"@united gave me a smile today, with a Zero Award... ;-) Computers have some sense of humour :-) http://t.co/JNqNbk7HuT",19
13576,2,@AmericanAir Thanks :-) Good to be back safely. See you again soon!,12
465,2,@VirginAmerica I love the dancing little richard. cool beans.,9
1717,2,@united I should be fine. They automatically changed my connecting flight for me so I wouldn't miss it. A+ work.,20
4164,2,@united holy high speed internet batman!  Speeds at United Club at IAD are insanely fast!  Thanks,16
7737,2,@JetBlue just touched down in #NewOrleans for the annual @HeinekenUSACorp national distributor conference! #livethelegend,14
14236,2,@AmericanAir many trips coming up!  I will see you soon 😃,11
11306,2,@USAirways finally rectified my flight situation! Thanks again,8
5587,2,"@SouthwestAir, thanks for being so good to us #military folk. It's cold in #StLouis but I sure enjoyed my flight. http://t.co/RcdH183Q1J",21
1626,2,@united Resolved. Over hour of work on  ground &amp; somehow the system reset itself during takeoff. I appreciate the quick response/service.,21
5670,2,@SouthwestAir Deborah helped me💁,4
1011,2,Thank you “@united: @TRUU_Tall I can certainly take a look. Please follow and DM me your confirmation number for assistance. ^JH”,21
4974,2,@SouthwestAir Just watched crew on flight 380 help elderly lady off plane...#firstclass,12
13158,2,"@AmericanAir will award me 50,000 air miles!!! Yes I am going to take a vacation! 
#thanksamericanairlines",16
6648,2,"@SouthwestAir thank you, someone finally answered and was able to change my flight that was Cancelled Flighted bc of ice. Thank you for response",24
5023,2,@SouthwestAir @AARP #tfw1 Appreciate the tweet back - It was unexpected.,11
2412,2,@united I will. Thanks.,4
